OBJECTID,SWID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,REG_ID,STATUSDATE,OWNER,CLOSE_DATE,PERMIT_NO,ARC,ID_COUNTY,ID_TRACT_00,ID_TRACT_10,ID_TRACT_20,ID_BLKGRP_00,ID_BLKGRP_10,ID_BLKGRP_20
9624,785046,PEE DEE ENVIRON,425 W LEGGS CIRCLE,FLORENCE,SC,29501,NOT AVAILABLE,(843) 229-8777,MUNICIPAL,OPEN,FLORENCE,45041,USA,34.2347634997358,-79.7591213996329,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://scdhec.gov/environment/land-management/solid-waste/solid-waste-facilities,1645488000000,GEOCODE,1650844800000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,not ARC,45041,NA,NA,NA,NA,NA,NA
9625,785047,WESTROCK,7320 PAPER MILL ROAD,FLORENCE,SC,29506,NOT AVAILABLE,(843) 269-0111,MUNICIPAL,OPEN,FLORENCE,45041,USA,34.1510799996423,-79.558782899711,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://scdhec.gov/environment/land-management/solid-waste/solid-waste-facilities,1645488000000,IMAGERY,1650844800000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,not ARC,45041,NA,NA,NA,NA,NA,NA
9626,785048,TOWN OF TIMMONSVILLE,P.O. BOX 447,TIMMONSVILLE,SC,29161,NOT AVAILABLE,(843) 346-7942,MUNICIPAL,CLOSED,FLORENCE,45041,USA,34.1348782003687,-79.9397884996395,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://scdhec.gov/environment/land-management/solid-waste/solid-waste-facilities,1645488000000,GEOCODE,1650844800000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,not ARC,45041,NA,NA,NA,NA,NA,NA
9627,785049,R&R METAL CDR,2627 FRONT ST EXT,GEORGETOWN,SC,29440,NOT AVAILABLE,(843) 546-5598,C&D,OPEN,GEORGETOWN,45043,USA,33.3810721999221,-79.309474799922,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://scdhec.gov/environment/land-management/solid-waste/solid-waste-facilities,1645488000000,GEOCODE,1650844800000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,not ARC,45043,NA,NA,NA,NA,NA,NA
9628,785050,GREEN WAVE CONTRACTING CDR,5888 HIGHMARKET ST,GEORGETOWN,SC,29440,NOT AVAILABLE,NOT AVAILABLE,C&D,OPEN,GEORGETOWN,45043,USA,33.392902300301,-79.3623518002953,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://scdhec.gov/environment/land-management/solid-waste/solid-waste-facilities,1645488000000,GEOCODE,1650844800000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,not ARC,45043,NA,NA,NA,NA,NA,NA
9629,785051,IP - GEORGETOWN,700 S. KIMINSKI STREET,GEORGETOWN,SC,29442,NOT AVAILABLE,(843) 546-6111,MUNICIPAL,OPEN,GEORGETOWN,45043,USA,33.362442800395,-79.2987108997881,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://scdhec.gov/environment/land-management/solid-waste/solid-waste-facilities,1645488000000,GEOCODE,1650844800000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,not ARC,45043,NA,NA,NA,NA,NA,NA
9630,785052,SANTEE COOPER - WINYAH STATION,661 STEAM PLANT DRIVE,GEORGETOWN,SC,29440,NOT AVAILABLE,(843) 761-8000 EXT 2402,MUNICIPAL,OPEN,GEORGETOWN,45043,USA,33.331681800075,-79.3594809997483,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://scdhec.gov/environment/land-management/solid-waste/solid-waste-facilities,1645488000000,GEOCODE,1650844800000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,not ARC,45043,NA,NA,NA,NA,NA,NA
9631,785053,VULCAN CONSTRUCTION MATERIALS LAKESIDE CDR,202 BROWN RD,PIEDMONT,SC,29673,NOT AVAILABLE,(864) 299-4785,C&D,OPEN,GREENVILLE,45045,USA,34.7709448002624,-82.4361008003116,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://scdhec.gov/environment/land-management/solid-waste/solid-waste-facilities,1645488000000,IMAGERY,1650844800000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,in ARC,45045,45045003500,45045003500,45045003500,450450035001,450450035001,450450035001
9632,785054,ECO WASTE SERVICES CDR,800 OLD PELZER RD,PIEDMONT,SC,29673,NOT AVAILABLE,(864) 295-2115,C&D,OPEN,GREENVILLE,45045,USA,34.7157442997597,-82.4429629000178,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://scdhec.gov/environment/land-management/solid-waste/solid-waste-facilities,1645488000000,GEOCODE,1650844800000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,in ARC,45045,45045003301,45045003301,45045003301,450450033013,450450033014,450450033014
9633,785055,BAILEY PIEDMONT HWY CDR,839 PIEDMONT HWY,PIEDMONT,SC,29669,NOT AVAILABLE,(864) 422-8000,C&D,OPEN,GREENVILLE,45045,USA,34.7496412999061,-82.4349142995553,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://scdhec.gov/environment/land-management/solid-waste/solid-waste-facilities,1645488000000,GEOCODE,1650844800000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,in ARC,45045,45045003500,45045003500,45045003500,450450035001,450450035001,450450035001
9634,785056,BAILEY OLD PELZER CDR,896 OLD PELZER RD,PIEDMONT,SC,29669,NOT AVAILABLE,(864) 422-8000,C&D,OPEN,GREENVILLE,45045,USA,34.7107297375874,-82.4394643070321,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://scdhec.gov/environment/land-management/solid-waste/solid-waste-facilities,1645488000000,GEOCODE,1650844800000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,in ARC,45045,45045003301,45045003301,45045003301,450450033011,450450033014,450450033014
9635,785057,CA CARTER CDR,939 MAULDIN RD,GREENVILLE,SC,29607,NOT AVAILABLE,NOT AVAILABLE,C&D,OPEN,GREENVILLE,45045,USA,34.7864187997878,-82.3517436999118,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://scdhec.gov/environment/land-management/solid-waste/solid-waste-facilities,1645488000000,GEOCODE,1650844800000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,in ARC,45045,45045002901,45045002901,45045002901,450450029011,450450029011,450450029011
9636,785058,GREENWORKS RECYCLING INC,125 W WAREHOUSE CT,TAYLORS,SC,29687,NOT AVAILABLE,(864) 477-9955,C&D,OPEN,GREENVILLE,45045,USA,34.9014669998023,-82.3499020997021,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://scdhec.gov/environment/land-management/solid-waste/solid-waste-facilities,1645488000000,IMAGERY,1650844800000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,in ARC,45045,45045001700,45045001700,45045001700,450450017002,450450017002,450450017003
9637,785059,MACK LINDSEY CDR,750 CAMP CREEK ROAD,TAYLORS,SC,29687,NOT AVAILABLE,NOT AVAILABLE,C&D,OPEN,GREENVILLE,45045,USA,35.0527949995896,-82.3462169999146,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://scdhec.gov/environment/land-management/solid-waste/solid-waste-facilities,1645488000000,GEOCODE,1650844800000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,in ARC,45045,45045002401,45045002403,45045002403,450450024011,450450024031,450450024031
9638,785060,DOUBLE BRIDGE BORROW PIT CDR,4225 WADE HAMPTON BLVD,TAYLORS,SC,29687,NOT AVAILABLE,(864) 244-2515,C&D,OPEN,GREENVILLE,45045,USA,34.9257538292758,-82.3035158168015,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://scdhec.gov/environment/land-management/solid-waste/solid-waste-facilities,1645488000000,IMAGERY,1650844800000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,in ARC,45045,45045002607,45045002610,45045002610,450450026073,450450026102,450450026102
9639,785061,BLUE SKY RECYCLING CDR,4 EAST PARKER ROAD,GREENVILLE,SC,29611,NOT AVAILABLE,(864) 232-9032,C&D,OPEN,GREENVILLE,45045,USA,34.8603132999189,-82.4228513997722,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://scdhec.gov/environment/land-management/solid-waste/solid-waste-facilities,1645488000000,IMAGERY,1650844800000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,in ARC,45045,45045002201,45045002201,45045002203,450450022011,450450022012,450450022031
9640,785062,NORRIS LCD LANDFILL,239 SANDALWOOD DRIVE,EASLEY,SC,29640,NOT AVAILABLE,(864) 246-2461,MUNICIPAL,OPEN,GREENVILLE,45077,USA,34.8802273000499,-82.5215220999649,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://scdhec.gov/environment/land-management/solid-waste/solid-waste-facilities,1645488000000,GEOCODE,1650844800000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,in ARC,45077,45077010600,45077010602,45077010603,450770106001,450770106022,450770106032
9641,785063,CITY OF GREER SOLID WASTE TRANSFER STATION,301 E. POINSETT ST.,GREER,SC,29651,NOT AVAILABLE,(864) 848-2150,TRANSFER,OPEN,GREENVILLE,45045,USA,34.9389335998059,-82.2226940997529,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://scdhec.gov/environment/land-management/solid-waste/solid-waste-facilities,1645488000000,GEOCODE,1650844800000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,in ARC,45045,45045002504,45045002504,45045002504,450450025041,450450025041,450450025041
9642,785064,JAMES OWENS LCD LANDFILL,120 JARRARD DRIVE,MARIETTA,SC,29661,NOT AVAILABLE,(864) 836-3471,C&D,CLOSED,GREENVILLE,45045,USA,35.0604469001044,-82.5162371997869,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://scdhec.gov/environment/land-management/solid-waste/solid-waste-facilities,1645488000000,GEOCODE,1650844800000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,in ARC,45045,45045004100,45045004101,45045004101,450450041004,450450041011,450450041011
9643,785065,TROTTER LCD&YT LANDFILL,401 ALEXANDER ROAD,GREER,SC,29651,NOT AVAILABLE,(864) 879-3231,MUNICIPAL,CLOSED,GREENVILLE,45045,USA,34.9082126004312,-82.2679412995513,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://scdhec.gov/environment/land-management/solid-waste/solid-waste-facilities,1645488000000,GEOCODE,1650844800000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,in ARC,45045,45045002608,45045002608,45045002612,450450026081,450450026083,450450026123
9644,785066,"HR GARRETT, INC. (MOON-HENDERSON)",DAVENTON ROAD,PELZER,SC,NOT AVAILABLE,NOT AVAILABLE,(864) 876-2262,MUNICIPAL,CLOSED,GREENVILLE,45045,USA,34.574293500045,-82.3131084003324,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://scdhec.gov/environment/land-management/solid-waste/solid-waste-facilities,1645488000000,GEOCODE,1650844800000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,in ARC,45045,45045003200,45045003202,45045003202,450450032005,450450032021,450450032021
9645,785067,CITY OF SIMPSONVILLE,110 WOODSIDE PARK DR,SIMPSONVILLE,SC,29681,NOT AVAILABLE,NOT AVAILABLE,TRANSFER,CLOSED,GREENVILLE,45045,USA,34.7350568998561,-82.2661389997151,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://scdhec.gov/environment/land-management/solid-waste/solid-waste-facilities,1645488000000,GEOCODE,1650844800000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,in ARC,45045,45045003005,45045003005,45045003005,450450030051,450450030051,450450030051
9646,785068,CARTER EXCAV,45 SENTELL RD,GREENVILLE,SC,29611,NOT AVAILABLE,(864) 295-1058,MUNICIPAL,CLOSED,GREENVILLE,45045,USA,34.8411422890854,-82.469080338187,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://scdhec.gov/environment/land-management/solid-waste/solid-waste-facilities,1645488000000,GEOCODE,1650844800000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,in ARC,45045,45045003601,45045003601,45045003601,450450036013,450450036013,450450036013
9647,785069,GENERAL ELEC,P.O. BOX 648,GREENVILLE,SC,29602,NOT AVAILABLE,(864) 254-2055,MUNICIPAL,CLOSED,GREENVILLE,45045,USA,34.8543817997803,-82.4081224004284,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://scdhec.gov/environment/land-management/solid-waste/solid-waste-facilities,1645488000000,GEOCODE,1650844800000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,in ARC,45045,45045000900,45045000900,45045000900,450450009001,450450009001,450450009001
9648,785070,ENOREE,"301 UNIVERSITY RIDGE, SUITE 3800",GREENVILLE,SC,29601,NOT AVAILABLE,(864) 234-5847,MUNICIPAL,CLOSED,GREENVILLE,45045,USA,34.8409030001734,-82.400028000192,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://scdhec.gov/environment/land-management/solid-waste/solid-waste-facilities,1645488000000,GEOCODE,1650844800000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,in ARC,45045,45045000400,45045000400,45045000400,450450004001,450450004001,450450004001
9649,785071,LONG LANE CDR,7620 HWY 178 N,DONALDS,SC,29638,NOT AVAILABLE,(864) 391-6102,C&D,OPEN,GREENWOOD,45001,USA,34.3770590002727,-82.3473448001224,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://scdhec.gov/environment/land-management/solid-waste/solid-waste-facilities,1645488000000,GEOCODE,1650844800000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,not ARC,45001,NA,NA,NA,NA,NA,NA
9650,785072,BHC TRUCKING LCD LANDFILL,2114 HWY. 72 WEST,GREENWOOD,SC,29649,NOT AVAILABLE,(864) 227-6328,MUNICIPAL,OPEN,GREENWOOD,45047,USA,34.1911291998528,-82.2228320998215,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://scdhec.gov/environment/land-management/solid-waste/solid-waste-facilities,1645488000000,GEOCODE,1650844800000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,not ARC,45047,NA,NA,NA,NA,NA,NA
9651,785073,GREENWOOD CO,1115 SILOAM CHURCH ROAD,GREENWOOD,SC,29646,NOT AVAILABLE,(864) 942-8754,MUNICIPAL,OPEN,GREENWOOD,45047,USA,34.2016400001859,-82.0783150004369,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://scdhec.gov/environment/land-management/solid-waste/solid-waste-facilities,1645488000000,GEOCODE,1650844800000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,not ARC,45047,NA,NA,NA,NA,NA,NA
9652,785074,HAMPTON CO,2310 HOPEWELL RD,BRUNSON,SC,29911,NOT AVAILABLE,(803) 625-0197,MUNICIPAL,OPEN,HAMPTON,45049,USA,32.9254393997086,-81.1873276003884,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://scdhec.gov/environment/land-management/solid-waste/solid-waste-facilities,1645488000000,GEOCODE,1650844800000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,not ARC,45049,NA,NA,NA,NA,NA,NA
9653,785075,G&G MINING CDR,5010 MARIGOLD RD,CONWAY,SC,29526,NOT AVAILABLE,(843) 397-3381,C&D,OPEN,HORRY,45051,USA,33.8443069999681,-79.1650830003802,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://scdhec.gov/environment/land-management/solid-waste/solid-waste-facilities,1645488000000,IMAGERY,1650844800000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,not ARC,45051,NA,NA,NA,NA,NA,NA
9654,785076,RED HILL CDR,127 FRENCH COLLINS RD,CONWAY,SC,29528,NOT AVAILABLE,(843) 362-1600,C&D,OPEN,HORRY,45051,USA,33.8143336996406,-79.016738600406,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://scdhec.gov/environment/land-management/solid-waste/solid-waste-facilities,1645488000000,GEOCODE,1650844800000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,not ARC,45051,NA,NA,NA,NA,NA,NA
9655,785077,LEE DISPOSAL SERVICES CDR,211 TIDEWATER RD,MYRTLE BEACH,SC,29579,NOT AVAILABLE,NOT AVAILABLE,C&D,OPEN,HORRY,45051,USA,33.7269552998472,-78.934105700018,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://scdhec.gov/environment/land-management/solid-waste/solid-waste-facilities,1645488000000,GEOCODE,1650844800000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,not ARC,45051,NA,NA,NA,NA,NA,NA
9656,785078,E-Z DUMP CDR,198 SPENCER ST,MYRTLE BEACH,SC,29579,NOT AVAILABLE,(843) 650-7711,C&D,OPEN,HORRY,45051,USA,33.7197028997691,-78.9342603995977,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://scdhec.gov/environment/land-management/solid-waste/solid-waste-facilities,1645488000000,GEOCODE,1650844800000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,not ARC,45051,NA,NA,NA,NA,NA,NA
9657,785079,VULCAN CONSTRUCTION MATERIALS CDR,230 YEAGER AVENUE,CONWAY,SC,29526,NOT AVAILABLE,(864) 299-4785,C&D,OPEN,HORRY,45051,USA,33.7907145996991,-78.9891137995622,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://scdhec.gov/environment/land-management/solid-waste/solid-waste-facilities,1645488000000,GEOCODE,1650844800000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,not ARC,45051,NA,NA,NA,NA,NA,NA
9658,785080,J & G CONCRETE FOUNDATIONS INC,181 SCHINGER AVE,RIDGELAND,SC,29936,NOT AVAILABLE,(843) 271-3677,C&D,OPEN,JASPER,45053,USA,32.3224600998538,-80.9369921996303,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://scdhec.gov/environment/land-management/solid-waste/solid-waste-facilities,1645488000000,GEOCODE,1650844800000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,not ARC,45053,NA,NA,NA,NA,NA,NA
9659,785081,SOUTH COAST RESOURCES CDR,2485 OKATIE HWY,RIDGELAND,SC,29936,NOT AVAILABLE,(912) 598-1805,C&D,OPEN,JASPER,45053,USA,32.3348464893741,-80.9285741666644,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://scdhec.gov/environment/land-management/solid-waste/solid-waste-facilities,1645488000000,IMAGERY,1650844800000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,not ARC,45053,NA,NA,NA,NA,NA,NA
9660,785082,CAROLINA CONTAINERS OF BEAUFORT,PO BOX 1925,BEAUFORT,SC,29901,NOT AVAILABLE,NOT AVAILABLE,TRANSFER,OPEN,JASPER,45013,USA,32.433662100026,-80.6728455999444,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://scdhec.gov/environment/land-management/solid-waste/solid-waste-facilities,1645488000000,GEOCODE,1650844800000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,not ARC,45013,NA,NA,NA,NA,NA,NA
9661,785083,PRO DISPOSAL PEARLSTINE DRIVE CDR,156 PEARLSTINE DR,RIDGELAND,SC,29936,NOT AVAILABLE,(843) 846-2333,C&D,CLOSED,JASPER,45053,USA,32.3244726000305,-80.9366743000788,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://scdhec.gov/environment/land-management/solid-waste/solid-waste-facilities,1645488000000,GEOCODE,1650844800000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,not ARC,45053,NA,NA,NA,NA,NA,NA
9662,785084,ABLE CONTRACTING CDR,472 SCHINGER AVE,RIDGELAND,SC,29936,NOT AVAILABLE,(843) 379-2344,C&D,CLOSED,JASPER,45053,USA,32.3234714999098,-80.941263300361,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://scdhec.gov/environment/land-management/solid-waste/solid-waste-facilities,1645488000000,GEOCODE,1650844800000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,not ARC,45053,NA,NA,NA,NA,NA,NA
9663,785085,OAKWOOD C&D LANDFILL AND RECYCLING CENTER,"ROUTE 1, BOX 71 UC",RIDGELAND,SC,29936,NOT AVAILABLE,(843) 726-2100,C&D,CLOSED,JASPER,45063,USA,33.9868691998537,-81.0743172002785,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://scdhec.gov/environment/land-management/solid-waste/solid-waste-facilities,1645488000000,GEOCODE,1650844800000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,not ARC,45063,NA,NA,NA,NA,NA,NA
9664,785086,JEREMY RAY CONSTRUCTION CDR,1581 HWY 1 S,LUGOFF,SC,29078,NOT AVAILABLE,(803) 600-4595,C&D,OPEN,KERSHAW,45055,USA,34.2058392999438,-80.7285661001454,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://scdhec.gov/environment/land-management/solid-waste/solid-waste-facilities,1645488000000,GEOCODE,1650844800000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,not ARC,45055,NA,NA,NA,NA,NA,NA
9665,785087,ZERO WASTE RECYCLING CDR,511 BROOKLYN AVE,LANCASTER,SC,29720,NOT AVAILABLE,(980) 495-4630,C&D,OPEN,LANCASTER,45057,USA,34.7054726003802,-80.7820062002259,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://scdhec.gov/environment/land-management/solid-waste/solid-waste-facilities,1645488000000,GEOCODE,1650844800000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,not ARC,45057,NA,NA,NA,NA,NA,NA
9666,785088,LANCASTER COUNTY LCD&YT LANDFILL,P.O. BOX 1809,LANCASTER,SC,29721,NOT AVAILABLE,(803) 285-1565,MUNICIPAL,OPEN,LANCASTER,45057,USA,34.725826299744,-80.7738907000957,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://scdhec.gov/environment/land-management/solid-waste/solid-waste-facilities,1645488000000,GEOCODE,1650844800000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,not ARC,45057,NA,NA,NA,NA,NA,NA
9667,785089,HEATH SPRINGS LCD&YT LANDFILL,P.O. BOX 100,HEATH SPRINGS,SC,29058,NOT AVAILABLE,(803) 273-2066,MUNICIPAL,CLOSED,LANCASTER,45057,USA,34.5932062004059,-80.6753494995797,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://scdhec.gov/environment/land-management/solid-waste/solid-waste-facilities,1645488000000,GEOCODE,1650844800000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,not ARC,45057,NA,NA,NA,NA,NA,NA
9668,785090,"SPRINGS INDUSTRIES, INC.",P. O. BOX 70,FORT MILL,SC,29716,NOT AVAILABLE,(803) 547-1578,MUNICIPAL,CLOSED,LANCASTER,45091,USA,35.0072260997048,-80.9391404003092,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://scdhec.gov/environment/land-management/solid-waste/solid-waste-facilities,1645488000000,GEOCODE,1650844800000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,not ARC,45091,NA,NA,NA,NA,NA,NA
9669,785091,"HR GARRETT, INC. (HENDERSON RD LCD & YT LF)",178 HENDERSON ROAD,GRAY COURT,SC,29645,NOT AVAILABLE,(864) 876-2262,MUNICIPAL,OPEN,LAURENS,45059,USA,34.6560920004455,-82.100491999706,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://scdhec.gov/environment/land-management/solid-waste/solid-waste-facilities,1645488000000,GEOCODE,1650844800000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,not ARC,45059,NA,NA,NA,NA,NA,NA
9670,785092,CITY OF CLINTON,HIGHWAY 308,CLINTON,SC,29325,NOT AVAILABLE,(864) 200-2254,MUNICIPAL,OPEN,LAURENS,45059,USA,34.5030330997978,-81.8918182997747,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://scdhec.gov/environment/land-management/solid-waste/solid-waste-facilities,1645488000000,IMAGERY,1650844800000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,not ARC,45059,NA,NA,NA,NA,NA,NA
